8405152 1 121111111141
8405153 2 321212121241
8405154 1 121112111241
8405155 2 121212121231
8405156             31
8405157 4 131211121141
8405158 4 131111111151
8405159 3 111222122231
8405160 3 131211121141
8405161 3 121112111221
8405162 2 111112111231
8405163 3 931222122222
8405164 2 121211121121
8405165 3 121112111121
8405166 2 121111121121
8405167 2 121212121231
8405168 2 121212121231
8405169 5 131212121251
8405170 3 121111111151
8405171 3 121112111141
8405172 4 131111111151
8405173 2 121212121231
8405174 1 131212121231
8405175 6 131211121151
8405176 2 321212121231
8405177 2 731211121141
8405178 2 131112111241
8405179 2 131212121231
8405180 3 121111111131
8405181 4 131111111151
8405182 5 131111111151
840518399 121999921931
8405184 3 111112111221
8405185 3 121111111151
8405186 4 121212121231
8405187 2 221211121141
8405188 2 131111111151
8405189 5 731112111251
8405190 3 721211121141
8405191 5 131212121251
8405192 3 121211121131
8405193 3 131111111131
8405194 2 111111111121
8405195 3 731111111141
8405196 2 131212121131
8405197 4 131212121251
8405198 2 121211121121
8405199 3 221111111141
8405200             51
8405201 3 211212121231
8405202 4 111212121221
8405203 3 121212121241
8405204 1 131212121241
8405205 2 911212122212
8405206 3 131212121251
8405207 2 111212121211
840520999 199999999951
8405210 2 121212121231
8405211 4 131212121251
8405212 4 231112111241
8405213 5 121111111131
8405214 6 131111111151
8405215             41
8405216 2 221212121251
8405217 2 121212121221
8405218 3 131212121251
8405219999991111111141
8405220 4 121111121141
8405222 3 111222122221
8405223 2 812211221112
8405224 2 231111111151
8405225 2 121212121241
8405226 5 121112111251
8405227 2 121212121221
8405228 2 231112111241
8405229 4 131111111151
8405230 2 111211121121
8405231 2 131212121231
8405232 2 121212121231
8405233 4 721111111151
8405234 2 121112111231
8405235 2 121221122121
8405236             41
8405237 4 121111111151
8405238 1 121212121231
8405239 1 731111111251
8405240 2 121212121231
8405241 2 121112111221
8405242 3 121212121241
8405243 2 121212121211
8405244             51
8405245 3 121212121251
8405246 2 121111111131
8405247 4 131212121241
8405248 4 731111111151
8405249 1 921212121212
8405250 2 131111111141
8405251 2 231111111141
8405252 2 131112111241
8405253 2 121212121241
8405255 2 131112111251
8405256             51
8405257 5 131112111241
8405258 3 121111121111
8405259 4 121111111141
8405260 2 111112111211
8405261 2 111111111111
8405262 2 911212121212
8405263             11
8405264 3 121111111131
8405265 2 121211121131
8405266 2 111212121211
8405267 2 121111111131
8405268 3 121212121241
8405269 4 121111111121
8405270 2 131221122131
8405271             41
8405272 6 131211121251
8405273 2 121111111131
8405274 2 121112111221
8405275 5 131112111251
8405276 3 121212121231
8405277 3 121212121221
8405278 2 121212121231
8405279 4 121111111141
